country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
Armenia,2010,female,75+ years,2,81770,2.45,"9,260,284,938",3460
Armenia,2010,female,5-14 years,2,167142,1.2,"9,260,284,938",3460
Armenia,2010,female,35-54 years,5,427571,1.17,"9,260,284,938",3460
Armenia,2010,male,5-14 years,2,191722,1.04,"9,260,284,938",3460
Armenia,2010,female,15-24 years,2,270727,0.74,"9,260,284,938",3460
Armenia,2010,female,25-34 years,1,236851,0.42,"9,260,284,938",3460
Armenia,2011,female,75+ years,6,86643,6.92,"10,142,111,334",3798
Armenia,2011,male,35-54 years,23,341199,6.74,"10,142,111,334",3798
Armenia,2011,male,55-74 years,11,194982,5.64,"10,142,111,334",3798
Armenia,2011,male,25-34 years,8,209914,3.81,"10,142,111,334",3798
Armenia,2011,male,75+ years,2,55565,3.6,"10,142,111,334",3798
Armenia,2011,male,15-24 years,7,245227,2.85,"10,142,111,334",3798
Armenia,2011,female,15-24 years,4,259823,1.54,"10,142,111,334",3798
Armenia,2011,female,55-74 years,3,256541,1.17,"10,142,111,334",3798
Armenia,2011,female,35-54 years,3,422179,0.71,"10,142,111,334",3798
Armenia,2011,female,25-34 years,0,244912,0,"10,142,111,334",3798
Armenia,2011,female,5-14 years,0,164004,0,"10,142,111,334",3798
Armenia,2011,male,5-14 years,0,189377,0,"10,142,111,334",3798
Armenia,2012,male,75+ years,5,56598,8.83,"10,619,320,049",3773
Armenia,2012,male,35-54 years,26,376743,6.9,"10,619,320,049",3773
Armenia,2012,male,55-74 years,11,212482,5.18,"10,619,320,049",3773
Armenia,2012,male,25-34 years,11,245443,4.48,"10,619,320,049",3773
Armenia,2012,female,75+ years,3,91237,3.29,"10,619,320,049",3773
Armenia,2012,male,15-24 years,5,255119,1.96,"10,619,320,049",3773
Armenia,2012,female,35-54 years,7,428953,1.63,"10,619,320,049",3773
Armenia,2012,female,25-34 years,4,259768,1.54,"10,619,320,049",3773
Armenia,2012,female,55-74 years,4,273394,1.46,"10,619,320,049",3773
Armenia,2012,female,15-24 years,2,255088,0.78,"10,619,320,049",3773
Armenia,2012,male,5-14 years,1,192409,0.52,"10,619,320,049",3773
Armenia,2012,female,5-14 years,0,167066,0,"10,619,320,049",3773
Armenia,2013,male,75+ years,7,58640,11.94,"11,121,465,767",3957
Armenia,2013,female,75+ years,6,95093,6.31,"11,121,465,767",3957
Armenia,2013,male,55-74 years,11,218063,5.04,"11,121,465,767",3957
Armenia,2013,female,55-74 years,11,280566,3.92,"11,121,465,767",3957
Armenia,2013,male,25-34 years,9,250487,3.59,"11,121,465,767",3957
Armenia,2013,male,35-54 years,13,370440,3.51,"11,121,465,767",3957
Armenia,2013,female,35-54 years,6,423841,1.42,"11,121,465,767",3957
Armenia,2013,male,15-24 years,2,243687,0.82,"11,121,465,767",3957
Armenia,2013,male,5-14 years,1,193754,0.52,"11,121,465,767",3957
Armenia,2013,female,15-24 years,1,242386,0.41,"11,121,465,767",3957
Armenia,2013,female,25-34 years,0,265616,0,"11,121,465,767",3957
Armenia,2013,female,5-14 years,0,168091,0,"11,121,465,767",3957
Armenia,2014,male,75+ years,9,60108,14.97,"11,609,512,940",4142
Armenia,2014,female,75+ years,6,98118,6.12,"11,609,512,940",4142
Armenia,2014,male,55-74 years,12,224430,5.35,"11,609,512,940",4142
Armenia,2014,male,35-54 years,13,363362,3.58,"11,609,512,940",4142
Armenia,2014,male,25-34 years,6,253461,2.37,"11,609,512,940",4142
Armenia,2014,female,55-74 years,4,288822,1.38,"11,609,512,940",4142
Armenia,2014,male,15-24 years,3,230760,1.3,"11,609,512,940",4142
Armenia,2014,female,15-24 years,2,227895,0.88,"11,609,512,940",4142
Armenia,2014,female,5-14 years,1,171332,0.58,"11,609,512,940",4142
Armenia,2014,female,35-54 years,2,417829,0.48,"11,609,512,940",4142
Armenia,2014,female,25-34 years,0,269937,0,"11,609,512,940",4142
Armenia,2014,male,5-14 years,0,196975,0,"11,609,512,940",4142
Armenia,2015,male,75+ years,12,61355,19.56,"10,553,337,673",3775
Armenia,2015,male,55-74 years,16,231213,6.92,"10,553,337,673",3775
Armenia,2015,female,75+ years,5,100754,4.96,"10,553,337,673",3775
Armenia,2015,male,35-54 years,15,356715,4.21,"10,553,337,673",3775
Armenia,2015,male,25-34 years,10,255540,3.91,"10,553,337,673",3775
Armenia,2015,female,55-74 years,5,297936,1.68,"10,553,337,673",3775
Armenia,2015,female,15-24 years,3,212010,1.42,"10,553,337,673",3775
Armenia,2015,female,35-54 years,4,412360,0.97,"10,553,337,673",3775
Armenia,2015,male,15-24 years,2,216876,0.92,"10,553,337,673",3775
Armenia,2015,female,25-34 years,2,274108,0.73,"10,553,337,673",3775
Armenia,2015,female,5-14 years,0,175417,0,"10,553,337,673",3775
Armenia,2015,male,5-14 years,0,201051,0,"10,553,337,673",3775
Aruba,2005,male,55-74 years,2,6989,28.62,"2,331,005,587",24870
Aruba,2005,male,35-54 years,3,16011,18.74,"2,331,005,587",24870
Aruba,2005,female,15-24 years,1,6843,14.61,"2,331,005,587",24870
Aruba,2005,female,25-34 years,1,7004,14.28,"2,331,005,587",24870
Aruba,2005,female,55-74 years,1,8137,12.29,"2,331,005,587",24870
Aruba,2005,female,35-54 years,2,18117,11.04,"2,331,005,587",24870
Aruba,2005,female,5-14 years,0,7604,0,"2,331,005,587",24870
Aruba,2005,female,75+ years,0,1654,0,"2,331,005,587",24870
Aruba,2005,male,15-24 years,0,6576,0,"2,331,005,587",24870
Aruba,2005,male,25-34 years,0,6051,0,"2,331,005,587",24870
Aruba,2005,male,5-14 years,0,7577,0,"2,331,005,587",24870
Aruba,2005,male,75+ years,0,1165,0,"2,331,005,587",24870
Aruba,2006,male,25-34 years,4,5994,66.73,"2,421,474,860",25622
Aruba,2006,male,35-54 years,3,16086,18.65,"2,421,474,860",25622
Aruba,2006,female,35-54 years,2,18297,10.93,"2,421,474,860",25622
Aruba,2006,female,15-24 years,0,6736,0,"2,421,474,860",25622
Aruba,2006,female,25-34 years,0,6928,0,"2,421,474,860",25622
Aruba,2006,female,5-14 years,0,7507,0,"2,421,474,860",25622
Aruba,2006,female,55-74 years,0,8553,0,"2,421,474,860",25622
Aruba,2006,female,75+ years,0,1772,0,"2,421,474,860",25622
Aruba,2006,male,15-24 years,0,6519,0,"2,421,474,860",25622
Aruba,2006,male,5-14 years,0,7575,0,"2,421,474,860",25622
Aruba,2006,male,55-74 years,0,7316,0,"2,421,474,860",25622
Aruba,2006,male,75+ years,0,1225,0,"2,421,474,860",25622
Aruba,2007,male,25-34 years,2,5935,33.7,"2,623,726,257",27672
Aruba,2007,male,35-54 years,3,16040,18.7,"2,623,726,257",27672
Aruba,2007,male,15-24 years,1,6440,15.53,"2,623,726,257",27672
Aruba,2007,male,55-74 years,1,7641,13.09,"2,623,726,257",27672
Aruba,2007,female,55-74 years,1,8952,11.17,"2,623,726,257",27672
Aruba,2007,female,15-24 years,0,6548,0,"2,623,726,257",27672
Aruba,2007,female,25-34 years,0,6847,0,"2,623,726,257",27672
Aruba,2007,female,35-54 years,0,18313,0,"2,623,726,257",27672
Aruba,2007,female,5-14 years,0,7391,0,"2,623,726,257",27672
Aruba,2007,female,75+ years,0,1890,0,"2,623,726,257",27672
Aruba,2007,male,5-14 years,0,7537,0,"2,623,726,257",27672
Aruba,2007,male,75+ years,0,1280,0,"2,623,726,257",27672
Aruba,2008,male,25-34 years,1,5849,17.1,"2,791,960,894",29447
Aruba,2008,male,55-74 years,1,7959,12.56,"2,791,960,894",29447
Aruba,2008,male,35-54 years,1,15912,6.28,"2,791,960,894",29447
Aruba,2008,female,35-54 years,1,18191,5.5,"2,791,960,894",29447
Aruba,2008,female,15-24 years,0,6335,0,"2,791,960,894",29447
Aruba,2008,female,25-34 years,0,6757,0,"2,791,960,894",29447
Aruba,2008,female,5-14 years,0,7269,0,"2,791,960,894",29447
Aruba,2008,female,55-74 years,0,9341,0,"2,791,960,894",29447
Aruba,2008,female,75+ years,0,2007,0,"2,791,960,894",29447
Aruba,2008,male,15-24 years,0,6385,0,"2,791,960,894",29447
Aruba,2008,male,5-14 years,0,7476,0,"2,791,960,894",29447
Aruba,2008,male,75+ years,0,1333,0,"2,791,960,894",29447
Aruba,2009,male,25-34 years,1,5729,17.46,"2,498,932,961",26361
Aruba,2009,male,35-54 years,2,15734,12.71,"2,498,932,961",26361
Aruba,2009,male,55-74 years,1,8291,12.06,"2,498,932,961",26361
Aruba,2009,female,15-24 years,0,6152,0,"2,498,932,961",26361
Aruba,2009,female,25-34 years,0,6646,0,"2,498,932,961",26361
Aruba,2009,female,35-54 years,0,18003,0,"2,498,932,961",26361
Aruba,2009,female,5-14 years,0,7178,0,"2,498,932,961",26361
Aruba,2009,female,55-74 years,0,9744,0,"2,498,932,961",26361
Aruba,2009,female,75+ years,0,2131,0,"2,498,932,961",26361
Aruba,2009,male,15-24 years,0,6380,0,"2,498,932,961",26361
Aruba,2009,male,5-14 years,0,7420,0,"2,498,932,961",26361
Aruba,2009,male,75+ years,0,1387,0,"2,498,932,961",26361
Aruba,2010,male,35-54 years,4,15543,25.74,"2,467,703,911",25974
Aruba,2010,male,55-74 years,2,8660,23.09,"2,467,703,911",25974
Aruba,2010,female,55-74 years,1,10186,9.82,"2,467,703,911",25974
Aruba,2010,female,15-24 years,0,6031,0,"2,467,703,911",25974
Aruba,2010,female,25-34 years,0,6488,0,"2,467,703,911",25974
Aruba,2010,female,35-54 years,0,17826,0,"2,467,703,911",25974
Aruba,2010,female,5-14 years,0,7148,0,"2,467,703,911",25974
Aruba,2010,female,75+ years,0,2264,0,"2,467,703,911",25974
Aruba,2010,male,15-24 years,0,6437,0,"2,467,703,911",25974
Aruba,2010,male,25-34 years,0,5568,0,"2,467,703,911",25974
Aruba,2010,male,5-14 years,0,7414,0,"2,467,703,911",25974
Aruba,2010,male,75+ years,0,1441,0,"2,467,703,911",25974
Aruba,2011,male,55-74 years,3,8940,33.56,"2,584,463,687",27066
Aruba,2011,male,35-54 years,3,15388,19.5,"2,584,463,687",27066
Aruba,2011,female,25-34 years,1,6264,15.96,"2,584,463,687",27066
Aruba,2011,male,15-24 years,1,6706,14.91,"2,584,463,687",27066
Aruba,2011,female,55-74 years,1,10536,9.49,"2,584,463,687",27066
Aruba,2011,female,15-24 years,0,6272,0,"2,584,463,687",27066
Aruba,2011,female,35-54 years,0,17691,0,"2,584,463,687",27066
Aruba,2011,female,5-14 years,0,7064,0,"2,584,463,687",27066
Aruba,2011,female,75+ years,0,2358,0,"2,584,463,687",27066
Aruba,2011,male,25-34 years,0,5440,0,"2,584,463,687",27066
Aruba,2011,male,5-14 years,0,7324,0,"2,584,463,687",27066
Aruba,2011,male,75+ years,0,1505,0,"2,584,463,687",27066
Australia,2006,male,35-54 years,686,2894571,23.7,"745,521,862,833",39014
Australia,2006,male,75+ years,114,506926,22.49,"745,521,862,833",39014
Australia,2006,male,25-34 years,277,1442942,19.2,"745,521,862,833",39014
Australia,2006,male,55-74 years,309,1772439,17.43,"745,521,862,833",39014
Australia,2006,male,15-24 years,230,1446866,15.9,"745,521,862,833",39014
Australia,2006,female,35-54 years,195,2934459,6.65,"745,521,862,833",39014
Australia,2006,female,55-74 years,115,1798232,6.4,"745,521,862,833",39014
Australia,2006,female,75+ years,41,743060,5.52,"745,521,862,833",39014
Australia,2006,female,25-34 years,74,1444570,5.12,"745,521,862,833",39014
Australia,2006,female,15-24 years,68,1388615,4.9,"745,521,862,833",39014
Australia,2006,male,5-14 years,7,1404186,0.5,"745,521,862,833",39014
Australia,2006,female,5-14 years,1,1332380,0.08,"745,521,862,833",39014
Australia,2007,male,25-34 years,341,1470431,23.19,"851,962,785,585",43171
Australia,2007,male,35-54 years,687,2977977,23.07,"851,962,785,585",43171
Australia,2007,male,75+ years,124,539184,23,"851,962,785,585",43171
Australia,2007,male,55-74 years,305,1877160,16.25,"851,962,785,585",43171
Australia,2007,male,15-24 years,234,1515524,15.44,"851,962,785,585",43171
Australia,2007,female,35-54 years,219,3025248,7.24,"851,962,785,585",43171
Australia,2007,female,55-74 years,118,1911478,6.17,"851,962,785,585",43171
Australia,2007,female,25-34 years,90,1460752,6.16,"851,962,785,585",43171
Australia,2007,female,15-24 years,66,1440419,4.58,"851,962,785,585",43171
Australia,2007,female,75+ years,33,770691,4.28,"851,962,785,585",43171
Australia,2007,male,5-14 years,8,1408182,0.57,"851,962,785,585",43171
Australia,2007,female,5-14 years,4,1337384,0.3,"851,962,785,585",43171
Australia,2008,male,35-54 years,765,3015761,25.37,"1,052,584,601,611",52315
Australia,2008,male,25-34 years,354,1512033,23.41,"1,052,584,601,611",52315
Australia,2008,male,75+ years,121,552931,21.88,"1,052,584,601,611",52315
Australia,2008,male,55-74 years,357,1935161,18.45,"1,052,584,601,611",52315
Australia,2008,male,15-24 years,228,1560974,14.61,"1,052,584,601,611",52315
Australia,2008,female,35-54 years,231,3066609,7.53,"1,052,584,601,611",52315
Australia,2008,female,25-34 years,90,1494968,6.02,"1,052,584,601,611",52315
Australia,2008,female,55-74 years,97,1974752,4.91,"1,052,584,601,611",52315
Australia,2008,female,15-24 years,60,1473105,4.07,"1,052,584,601,611",52315
Australia,2008,female,75+ years,27,781742,3.45,"1,052,584,601,611",52315
Australia,2008,male,5-14 years,8,1411650,0.57,"1,052,584,601,611",52315
Australia,2008,female,5-14 years,3,1340626,0.22,"1,052,584,601,611",52315
Australia,2009,male,35-54 years,755,3051649,24.74,"926,448,240,318",45128
Australia,2009,male,75+ years,135,566784,23.82,"926,448,240,318",45128
Australia,2009,male,25-34 years,336,1567118,21.44,"926,448,240,318",45128
Australia,2009,male,55-74 years,349,1991883,17.52,"926,448,240,318",45128
Australia,2009,male,15-24 years,210,1605456,13.08,"926,448,240,318",45128
Australia,2009,female,35-54 years,221,3104929,7.12,"926,448,240,318",45128
Australia,2009,female,25-34 years,103,1541393,6.68,"926,448,240,318",45128
Australia,2009,female,55-74 years,116,2037989,5.69,"926,448,240,318",45128
Australia,2009,female,75+ years,43,792218,5.43,"926,448,240,318",45128
Australia,2009,female,15-24 years,66,1506719,4.38,"926,448,240,318",45128
Australia,2009,female,5-14 years,3,1345910,0.22,"926,448,240,318",45128
Australia,2009,male,5-14 years,0,1417269,0,"926,448,240,318",45128
Australia,2010,male,35-54 years,816,3076853,26.52,"1,144,260,547,873",54887
Australia,2010,male,75+ years,151,582009,25.94,"1,144,260,547,873",54887
Australia,2010,male,25-34 years,311,1606526,19.36,"1,144,260,547,873",54887
Australia,2010,male,55-74 years,360,2051197,17.55,"1,144,260,547,873",54887
Australia,2010,male,15-24 years,222,1618860,13.71,"1,144,260,547,873",54887
Australia,2010,female,35-54 years,228,3132534,7.28,"1,144,260,547,873",54887
Australia,2010,female,25-34 years,94,1579905,5.95,"1,144,260,547,873",54887
Australia,2010,female,75+ years,43,805401,5.34,"1,144,260,547,873",54887
Australia,2010,female,15-24 years,80,1521652,5.26,"1,144,260,547,873",54887
Australia,2010,female,55-74 years,104,2103428,4.94,"1,144,260,547,873",54887
Australia,2010,male,5-14 years,7,1420846,0.49,"1,144,260,547,873",54887
Australia,2010,female,5-14 years,4,1348336,0.3,"1,144,260,547,873",54887
Australia,2011,male,75+ years,146,588053,24.83,"1,394,280,784,778",66770
Australia,2011,male,35-54 years,704,3072726,22.91,"1,394,280,784,778",66770
Australia,2011,male,25-34 years,347,1610295,21.55,"1,394,280,784,778",66770
Australia,2011,male,55-74 years,366,2104816,17.39,"1,394,280,784,778",66770
Australia,2011,male,15-24 years,242,1570069,15.41,"1,394,280,784,778",66770
Australia,2011,female,35-54 years,230,3124328,7.36,"1,394,280,784,778",66770
Australia,2011,female,15-24 years,93,1495053,6.22,"1,394,280,784,778",66770
Australia,2011,female,55-74 years,118,2139108,5.52,"1,394,280,784,778",66770
Australia,2011,female,75+ years,45,817927,5.5,"1,394,280,784,778",66770
Australia,2011,female,25-34 years,85,1584036,5.37,"1,394,280,784,778",66770
Australia,2011,female,5-14 years,9,1351751,0.67,"1,394,280,784,778",66770
Australia,2011,male,5-14 years,7,1423748,0.49,"1,394,280,784,778",66770
Australia,2012,male,75+ years,158,606842,26.04,"1,543,411,012,580",72669
Australia,2012,male,35-54 years,802,3098534,25.88,"1,543,411,012,580",72669
Australia,2012,male,25-34 years,351,1657638,21.17,"1,543,411,012,580",72669
Australia,2012,male,55-74 years,396,2162980,18.31,"1,543,411,012,580",72669
Australia,2012,male,15-24 years,217,1579672,13.74,"1,543,411,012,580",72669
Australia,2012,female,35-54 years,258,3149749,8.19,"1,543,411,012,580",72669
Australia,2012,female,15-24 years,109,1503934,7.25,"1,543,411,012,580",72669
Australia,2012,female,75+ years,52,832122,6.25,"1,543,411,012,580",72669
Australia,2012,female,25-34 years,98,1630077,6.01,"1,543,411,012,580",72669
Australia,2012,female,55-74 years,123,2206179,5.58,"1,543,411,012,580",72669
Australia,2012,female,5-14 years,10,1368580,0.73,"1,543,411,012,580",72669
Australia,2012,male,5-14 years,6,1442602,0.42,"1,543,411,012,580",72669
Australia,2013,male,75+ years,160,627275,25.51,"1,573,696,522,007",72856
Australia,2013,male,35-54 years,754,3118829,24.18,"1,573,696,522,007",72856
Australia,2013,male,25-34 years,329,1702401,19.33,"1,573,696,522,007",72856
Australia,2013,male,55-74 years,418,2221866,18.81,"1,573,696,522,007",72856
Australia,2013,male,15-24 years,267,1591539,16.78,"1,573,696,522,007",72856
Australia,2013,female,35-54 years,275,3171477,8.67,"1,573,696,522,007",72856
Australia,2013,female,55-74 years,145,2276104,6.37,"1,573,696,522,007",72856
Australia,2013,female,15-24 years,95,1512779,6.28,"1,573,696,522,007",72856
Australia,2013,female,25-34 years,95,1676648,5.67,"1,573,696,522,007",72856
Australia,2013,female,75+ years,48,847577,5.66,"1,573,696,522,007",72856
Australia,2013,male,5-14 years,16,1464302,1.09,"1,573,696,522,007",72856
Australia,2013,female,5-14 years,6,1389383,0.43,"1,573,696,522,007",72856
Australia,2014,male,35-54 years,866,3130341,27.66,"1,464,955,475,994",66809
Australia,2014,male,75+ years,164,649925,25.23,"1,464,955,475,994",66809
Australia,2014,male,25-34 years,404,1730968,23.34,"1,464,955,475,994",66809
Australia,2014,male,55-74 years,471,2279114,20.67,"1,464,955,475,994",66809
Australia,2014,male,15-24 years,271,1604935,16.89,"1,464,955,475,994",66809
Australia,2014,female,35-54 years,277,3189475,8.68,"1,464,955,475,994",66809
Australia,2014,female,25-34 years,119,1716803,6.93,"1,464,955,475,994",66809
Australia,2014,female,55-74 years,157,2344644,6.7,"1,464,955,475,994",66809
Australia,2014,female,15-24 years,96,1520955,6.31,"1,464,955,475,994",66809
Australia,2014,female,75+ years,45,865915,5.2,"1,464,955,475,994",66809
Australia,2014,female,5-14 years,15,1408758,1.06,"1,464,955,475,994",66809
Australia,2014,male,5-14 years,6,1485754,0.4,"1,464,955,475,994",66809
Australia,2015,male,35-54 years,944,3149299,29.97,"1,349,034,029,453",60656
Australia,2015,male,75+ years,181,673787,26.86,"1,349,034,029,453",60656
Australia,2015,male,25-34 years,423,1762265,24,"1,349,034,029,453",60656
Australia,2015,male,55-74 years,457,2337430,19.55,"1,349,034,029,453",60656
Australia,2015,male,15-24 years,281,1608990,17.46,"1,349,034,029,453",60656
Australia,2015,female,35-54 years,294,3203643,9.18,"1,349,034,029,453",60656
Australia,2015,female,15-24 years,110,1526305,7.21,"1,349,034,029,453",60656
Australia,2015,female,25-34 years,119,1747715,6.81,"1,349,034,029,453",60656
Australia,2015,female,55-74 years,152,2411343,6.3,"1,349,034,029,453",60656
Australia,2015,female,75+ years,52,884347,5.88,"1,349,034,029,453",60656
Australia,2015,female,5-14 years,8,1428159,0.56,"1,349,034,029,453",60656
Australia,2015,male,5-14 years,6,1507502,0.4,"1,349,034,029,453",60656
Austria,2005,male,75+ years,166,210054,79.03,"315,974,418,605",40367
